iter	Passed	Remaining
573	25315	18787
574	25370	18752
575	25430	18719
576	25473	18674
577	25520	18632
578	25564	18588
579	25607	18543
580	25653	18500
581	25701	18458
582	25744	18414
583	25798	18376
584	25854	18341
585	25904	18301
586	25944	18254
587	25985	18207
588	26024	18159
589	26081	18124
590	26131	18084
591	26174	18038
592	26248	18015
593	26329	17996
594	26400	17970
595	26446	17927
596	26498	17887
597	26544	17844
598	26592	17802
599	26637	17758
600	26676	17710
601	26731	17672
602	26780	17631
603	26842	17598
604	26904	17565
605	26943	17517
606	26992	17476
607	27041	17434
608	27087	17390
609	27132	17346
610	27174	17300
611	27216	17254
612	27260	17210
613	27302	17164
614	27354	17124
615	27404	17083
616	27455	17042
617	27506	17002
618	27564	16966
619	27617	16926
620	27663	16883
621	27701	16834
622	27749	16792
623	27793	16747
624	27841	16704
625	27884	16659
626	27924	16611
627	27962	16563
628	28002	16516
629	28055	16477
630	28098	16431
631	28148	16390
632	28201	16350
633	28241	16303
634	28281	16256
635	28325	16211
636	28359	16161
637	28400	16114
638	28435	16064
639	28479	16019
640	28539	15983
641	28579	15937
642	28618	15889
643	28654	15840
644	28693	15792
645	28726	15741
646	28763	15693
647	28804	15646
648	28839	15597
649	28880	15551
650	28916	15502
651	28975	15465
652	29047	15435
653	29091	15390
654	29138	15347
655	29187	15305
656	29246	15268
657	29289	15223
658	29329	15176
659	29367	15128
660	29402	15079
661	29442	15032
662	29477	14983
663	29513	14934
664	29545	14883
665	29590	14839
666	29660	14808
667	29699	14760
668	29731	14710
669	29765	14660
670	29795	14608
671	29835	14562
672	29873	14515
673	29915	14469
674	29952	14421
675	29982	14370
676	30026	14325
677	30063	14277
678	30101	14230
679	30146	14186
680	30186	14140
681	30222	14092
682	30254	14042
683	30291	13994
684	30336	13950
685	30371	13901
686	30412	13856
687	30445	13806
688	30482	13759
689	30516	13710
690	30555	13663
691	30600	13619
692	30635	13571
693	30670	13523
694	30709	13477
695	30743	13428
696	30782	13381
697	30822	13335
698	30860	13289
699	30895	13241
700	30931	13193
701	30963	13144
702	30999	13096
703	31047	13054
704	31081	13005
705	31117	12958
706	31158	12913
707	31194	12865
708	31233	12819
709	31267	12771
710	31300	12722
711	31345	12679
712	31384	12632
713	31422	12586
714	31467	12543
715	31512	12499
716	31554	12454
717	31591	12407
718	31625	12360
719	31660	12312
720	31697	12265
721	31731	12218
722	31765	12170
723	31804	12124
724	31843	12078
725	31880	12032
726	31922	11987
727	31958	11940
728	31990	11892
729	32023	11844
730	32061	11798
731	32098	11751
732	32135	11705
733	32184	11663
734	32218	11616
735	32258	11570
736	32298	11525
737	32339	11480
738	32384	11437
739	32420	11391
740	32455	11344
741	32493	11298
742	32534	11253
743	32566	11205
744	32599	11158
745	32637	11112
746	32671	11065
747	32797	11049
748	32838	11004
749	32878	10959
750	32910	10911
751	32946	10865
752	32979	10818
753	33015	10771
754	33052	10725
755	33091	10680
756	33126	10633
757	33165	10588
758	33204	10543
759	33242	10497
760	33289	10454
761	33327	10409
762	33373	10366
763	33411	10320
764	33452	10276
765	33494	10231
766	33541	10189
767	33580	10144
768	33608	10095
769	33642	10049
770	33676	10002
771	33717	9958
772	33752	9911
773	33800	9869
774	33838	9824
775	33870	9777
776	33905	9730
777	33944	9686
778	33995	9644
779	34033	9599
780	34070	9553
781	34107	9508
782	34140	9461
783	34183	9417
784	34220	9372
785	34266	9329
786	34301	9283
787	34335	9237
788	34372	9192
789	34408	9146
790	34450	9102
791	34493	9058
792	34531	9013
793	34562	8967
794	34605	8923
795	34643	8878
796	34688	8835
797	34723	8789
798	34754	8743
799	34783	8695
800	34820	8650
801	34858	8605
802	34893	8560
803	34940	8517
804	34986	8475
805	35022	8429
806	35061	8385
807	35099	8340
808	35136	8295
809	35177	8251
810	35223	8208
811	35252	8161
812	35286	8116
813	35322	8071
814	35364	8027
815	35404	7983
816	35444	7939
817	35480	7894
818	35515	7849
819	35549	7803
820	35583	7758
821	35618	7713
822	35662	7669
823	35698	7624
824	35737	7580
825	35779	7537
826	35820	7493
827	35864	7450
828	35898	7404
829	35935	7360
830	35975	7316
831	36008	7270
832	36043	7225
833	36080	7181
834	36127	7138
835	36165	7094
836	36204	7050
837	36236	7005
838	36274	6960
839	36326	6919
840	36371	6876
841	36406	6831
842	36443	6787
843	36489	6744
844	36522	6699
845	36571	6657
846	36604	6612
847	36641	6567
848	36683	6524
849	36716	6479
850	36755	6435
851	36801	6392
852	36840	6348
853	36882	6305
854	36918	6260
855	36955	6216
856	36990	6172
857	37026	6127
858	37065	6084
859	37102	6039
860	37137	5995
861	37171	5950
862	37208	5906
863	37252	5863
864	37297	5821
865	37333	5776
866	37366	5732
867	37408	5688
868	37450	5645
869	37495	5602
870	37531	5558
871	37564	5514
872	37600	5469
873	37637	5426
874	37669	5381
875	37726	5340
876	37801	5301
877	37836	5257
878	37871	5213
879	37913	5170
880	37954	5126
881	37999	5083
882	38050	5041
883	38108	5000
884	38160	4958
885	38219	4917
886	38260	4874
887	38307	4831
888	38355	4788
889	38396	4745
890	38457	4704
891	38505	4662
892	38555	4619
893	38597	4576
894	38638	4533
895	38672	4488
896	38720	4446
897	38759	4402
898	38802	4359
899	38851	4316
900	38898	4274
901	38946	4231
902	38983	4187
903	39017	4143
904	39047	4098
905	39076	4054
906	39112	4010
907	39157	3967
908	39200	3924
909	39249	3881
910	39295	3838
911	39337	3795
912	39386	3753
913	39428	3709
914	39478	3667
915	39530	3625
916	39575	3582
917	39611	3538
918	39653	3495
919	39692	3451
920	39728	3407
921	39765	3364
922	39814	3321
923	39855	3278
924	39901	3235
925	39946	3192
926	39983	3148
927	40021	3105
928	40065	3062
929	40105	3018
930	40159	2976
931	40215	2934
932	40268	2891
933	40309	2848
934	40347	2804
935	40383	2761
936	40420	2717
937	40457	2674
938	40507	2631
939	40554	2588
