iter	MultiClass
145	0.7760999317
146	0.7757975718
147	0.7755487082
148	0.7753264433
149	0.7750836887
150	0.7747500112
151	0.7745385386
152	0.7743576488
153	0.7742029842
154	0.7740567179
155	0.7739774793
156	0.7738284096
157	0.7736504867
158	0.7735101874
159	0.7732141858
160	0.7729380688
161	0.7727341389
162	0.7725795157
163	0.772310055
164	0.7721636732
165	0.7720497507
166	0.7719026794
167	0.7716413943
168	0.7714912642
169	0.7713001835
170	0.7710724423
171	0.7709118788
172	0.7707159661
173	0.7705571115
174	0.7702932353
175	0.7700262672
176	0.7698214419
177	0.7696414089
178	0.7694636831
179	0.7692434048
180	0.7690295896
181	0.7687334157
182	0.7685623387
183	0.7684031676
184	0.7681410329
185	0.7679547392
186	0.7677590396
187	0.7676026381
188	0.7674353704
189	0.7672032983
190	0.7670645608
191	0.7668532284
192	0.7667018234
193	0.7665871871
194	0.7664069216
195	0.7660582166
196	0.7659394829
197	0.7658051237
198	0.7656512948
199	0.7655197705
200	0.7653232571
201	0.7652259388
202	0.7651125761
203	0.764906576
204	0.7647675317
205	0.7645843323
206	0.7643315679
207	0.7641799883
208	0.7640926783
209	0.7639169197
210	0.7636440072
211	0.7634960262
212	0.763411988
213	0.7632741151
214	0.7631162092
215	0.7628465612
216	0.7627168161
217	0.7624831534
218	0.7622845035
219	0.7621431495
220	0.7619834174
221	0.7619045626
222	0.7617239773
223	0.7616202336
224	0.7613962926
225	0.7612849117
226	0.7611760913
227	0.7610190048
228	0.7607711017
229	0.7606098974
230	0.7604518767
231	0.7602916978
232	0.7601230418
233	0.7599868383
234	0.7598413188
235	0.7597286014
236	0.7595551206
237	0.7593925449
238	0.7592306562
239	0.7589982202
240	0.7587801684
241	0.7586639989
242	0.7585462034
243	0.758421909
244	0.7582415104
245	0.7581146222
246	0.7579570624
247	0.7577876666
248	0.7576597996
249	0.757547247
250	0.7574723894
251	0.7573484846
252	0.7571797553
253	0.75710926
254	0.756997957
255	0.7568930827
256	0.7568024302
257	0.7566389268
258	0.7564220653
259	0.7562950916
260	0.756137491
261	0.7559684356
262	0.7558560646
263	0.7557049799
264	0.7555795171
265	0.755459375
266	0.7553298899
267	0.7552289962
268	0.7551038517
269	0.7549167704
270	0.7547702012
271	0.7546002083
272	0.754514359
273	0.7544572966
274	0.7543926511
275	0.7542917367
276	0.7541434124
277	0.7540277465
278	0.7538926472
279	0.7537310665
280	0.7534984723
281	0.7533799241
282	0.7532755564
283	0.7532032983
284	0.7530862407
285	0.7529973903
286	0.752796799
287	0.7525894841
288	0.7524793017
289	0.7523741417
290	0.7522590004
291	0.7520950344
292	0.752028114
293	0.7519512772
294	0.7518531345
295	0.751754507
296	0.751707335
297	0.7515853476
298	0.7515147116
299	0.7514269444
300	0.7512863584
301	0.7511773883
302	0.7510966933
303	0.7509502957
304	0.7507769705
305	0.7506541272
306	0.7505234193
307	0.7503529006
308	0.7502248553
309	0.7500447691
310	0.7499043036
311	0.7497737501
312	0.7495991198
313	0.7495062328
314	0.7494309475
315	0.7493632413
316	0.7491824936
317	0.7490149857
318	0.7488829738
319	0.7488135509
320	0.7486814402
321	0.748561866
322	0.7484500644
323	0.7483189795
324	0.7482391307
325	0.7481682131
326	0.7480188621
327	0.7478188649
328	0.7477217515
329	0.7476218173
330	0.7474608743
331	0.7472593113
332	0.747175169
333	0.7470800345
334	0.7469901509
335	0.7468864869
336	0.7468018606
337	0.7466661052
338	0.7465662549
339	0.7464326291
340	0.7462978588
341	0.7461745353
342	0.7460945501
343	0.7460142546
344	0.7459092045
345	0.7457420198
346	0.7455907321
347	0.7454812236
348	0.7453764299
349	0.7452594637
350	0.7451859011
351	0.7449781417
352	0.7448749738
353	0.7447727734
354	0.7447412938
355	0.7446607913
356	0.744564888
357	0.744426472
358	0.7443397044
359	0.7442415903
360	0.7441390106
361	0.743935082
362	0.7438703375
363	0.7437984059
364	0.7436381622
365	0.7435771889
366	0.7435433413
367	0.7433594802
368	0.7432669966
369	0.7431873552
370	0.7430260958
371	0.7428670055
372	0.7427643844
373	0.7426832423
374	0.7426082572
375	0.7425621646
376	0.7424871117
377	0.7423588085
378	0.7422330035
379	0.7420782531
380	0.7419684388
381	0.7418642288
382	0.7417963813
383	0.7417410409
384	0.7416418146
385	0.7415516139
386	0.7414210438
387	0.7412977617
388	0.7411957463
389	0.7410234604
390	0.7409139543
391	0.7408160444
392	0.740742926
393	0.7405915311
394	0.740494052
395	0.7404318086
396	0.7403762215
397	0.7402382851
398	0.7401184506
399	0.7399601638
400	0.7398635229
401	0.7397684153
402	0.7396124501
403	0.7395615091
404	0.7394982181
405	0.7394366395
406	0.7393163782
407	0.7392120691
408	0.7391207714
409	0.7390070975
410	0.7389219048
411	0.738856922
412	0.7387456778
413	0.7386758841
414	0.7386155308
415	0.7385544044
416	0.7384282295
417	0.738368958
418	0.7382818119
419	0.738161204
420	0.7380610785
421	0.7379767523
422	0.7377824199
423	0.737710849
424	0.737602838
425	0.7374675665
426	0.7373969612
427	0.737261273
428	0.7371982645
429	0.7371151943
430	0.7370049569
431	0.7368825559
432	0.7368151538
433	0.7367592631
434	0.7366745924
435	0.7366238302
436	0.7365642497
437	0.736484885
438	0.7363823956
439	0.7363166319
440	0.7361868179
441	0.736129482
442	0.7360330681
443	0.7359713896
444	0.7358473143
445	0.7357543245
446	0.7356542537
447	0.735571554
448	0.7354684051
449	0.7353327254
450	0.7352071835
451	0.7351599393
452	0.7350499528
453	0.7349398914
454	0.734868649
455	0.7348089176
456	0.7347495831
457	0.7346642525
458	0.7345545798
459	0.7344236554
460	0.7343321633
461	0.7342583929
462	0.7341630667
463	0.7340043272
464	0.7339326049
465	0.7338303088
466	0.7338006629
467	0.7337499711
468	0.7336739751
469	0.7335682294
470	0.7334680475
471	0.7334085399
472	0.7332861301
473	0.7332092854
474	0.7331647909
475	0.7330674091
476	0.7329604264
477	0.7328574024
478	0.7327945126
479	0.73274634
480	0.7326143604
481	0.7324766047
482	0.7324108197
483	0.7322734189
484	0.7320929252
485	0.7319719428
486	0.7318578509
487	0.7318159114
488	0.7317183734
489	0.7315283953
490	0.7314124327
491	0.7312613529
492	0.7311835756
493	0.7311217807
494	0.7310050182
495	0.7308791884
496	0.7307953442
497	0.7307114728
498	0.7306389426
499	0.7305724039
500	0.7305121574
501	0.7304275714
502	0.7303507151
503	0.7303077542
504	0.7302191828
505	0.7301232348
506	0.7300569379
507	0.729986475
508	0.7298947621
509	0.7297810764
510	0.7296715186
511	0.7296006325
512	0.7295350566
513	0.7294347892
514	0.7293704323
515	0.7292965337
516	0.7291472818
517	0.7290602297
518	0.7289540775
519	0.7288635462
520	0.72875274
521	0.7286499342
522	0.7284984227
523	0.7284297734
524	0.7283234284
525	0.7282604228
526	0.7281787698
527	0.7280486533
528	0.7279612928
529	0.7278435713
530	0.7277869642
531	0.7277270388
532	0.7276870105
533	0.7276032681
534	0.7275143586
535	0.7274079167
536	0.7272936511
537	0.727215936
538	0.7271437432
539	0.7270240887
540	0.7269096522
541	0.726787056
542	0.7266614274
543	0.7265357145
544	0.7264753865
545	0.7263768255
546	0.7263101294
547	0.7262685429
548	0.7262016428
549	0.7261480937
550	0.7260823392
551	0.7259932177
552	0.7259224437
553	0.725826923
554	0.7257342207
555	0.7256694085
556	0.7255828169
557	0.7254841932
558	0.7254182345
559	0.7252919746
560	0.7251407284
561	0.7250559922
562	0.7249249282
563	0.7248656509
564	0.7248079495
565	0.7247111467
566	0.7246008863
567	0.7245047454
568	0.7243938095
569	0.7243280568
570	0.7242685347
571	0.7241928628
572	0.724082988
573	0.723986418
574	0.7239139551
575	0.7238223639
576	0.7237627321
577	0.7236554293
578	0.7235469592
579	0.7234160828
580	0.7233218008
581	0.72319977
582	0.7231322136
583	0.7230718064
584	0.7229872238
585	0.722898271
586	0.7228372106
587	0.7227626185
588	0.7227045547
589	0.7226333488
590	0.7225384653
591	0.7223994623
592	0.7222772073
593	0.722164757
594	0.7220701149
595	0.7220023491
596	0.721948318
597	0.7218821728
598	0.7218308688
599	0.7217757702
600	0.7216957821
601	0.7215694486
602	0.7214995129
603	0.7213890236
604	0.721300965
605	0.7212189072
606	0.721119703
607	0.7210677333
608	0.7210231962
609	0.7209261985
610	0.7208987382
611	0.7208011849
612	0.7207089194
613	0.7206461761
614	0.7205186531
615	0.7204383283
616	0.7203767741
617	0.7202760282
618	0.7201875088
619	0.72010455
620	0.720040677
621	0.7199863444
622	0.7198544391
623	0.7198037403
624	0.7197186922
625	0.7196639388
626	0.7195916261
627	0.7195140499
628	0.7194056196
629	0.7193233114
630	0.7192408407
631	0.7191923557
632	0.719129216
633	0.7190663605
634	0.7189821626
635	0.7189229978
636	0.7188314967
637	0.7187333551
638	0.7186736852
639	0.7186028224
640	0.7185062218
641	0.7184426615
642	0.7183729545
643	0.7183065184
644	0.7182669238
645	0.7181840953
646	0.7181299386
647	0.7180545814
648	0.7179892817
649	0.7179048783
650	0.7178655531
651	0.7177736759
652	0.717668071
653	0.717543089
654	0.7174976121
655	0.7173977929
656	0.7172678678
657	0.7171985418
658	0.7171301912
659	0.7170529354
660	0.7169801506
661	0.7169380265
662	0.7168723827
663	0.7167782477
664	0.7167472898
665	0.7166811136
666	0.7165942678
667	0.7164853377
668	0.7164146498
669	0.7163456186
670	0.7163100112
671	0.7162380474
672	0.7161743949
673	0.7161075736
674	0.7160415235
675	0.7159890992
676	0.7159001595
677	0.7158353371
678	0.7157924823
679	0.7157356507
680	0.7156758762
681	0.7155707014
682	0.715501815
683	0.715429156
684	0.7153325812
685	0.7152340964
686	0.7151786956
687	0.7150939578
688	0.7149886674
689	0.7149188895
690	0.714865617
691	0.7148154586
692	0.7147524002
693	0.7146961768
694	0.7145914963
695	0.7145232092
696	0.7144480254
697	0.7143723787
698	0.7142370577
699	0.7141741922
700	0.7140965921
701	0.7140168123
702	0.7139296742
703	0.7138776235
704	0.713812897
705	0.7137184725
706	0.7135824893
707	0.7135492177
708	0.7134357546
709	0.7133943837
710	0.7133168453
711	0.7132047776
712	0.7131054786
713	0.7130259954
714	0.712935399
715	0.7128706132
716	0.7127623248
717	0.712666512
718	0.7125717838
719	0.7124917094
720	0.7124544304
721	0.7123842835
722	0.7123299941
723	0.712205211
724	0.712109367
725	0.7120022278
726	0.7118953895
727	0.711848764
728	0.711783133
729	0.7117192169
730	0.7116561388
731	0.7115885006
732	0.7115128014
733	0.7114597449
734	0.7113691836
735	0.7112666672
736	0.7111684533
737	0.7110955059
738	0.7110244599
739	0.7109462067
740	0.7108799901
741	0.7107900701
742	0.7106826572
743	0.7106384051
744	0.7105845607
745	0.7105183496
746	0.7104689223
747	0.7103955558
748	0.7103119312
749	0.7102370921
750	0.7101603136
751	0.7100751771
752	0.7100005044
753	0.7099227552
754	0.7098439169
755	0.7097822396
756	0.7097337078
757	0.7095967992
758	0.7094694416
759	0.7093924374
760	0.7093128084
761	0.7092570596
762	0.7091518979
763	0.7090672693
764	0.7090117139
765	0.7089241207
766	0.7088339762
767	0.7087712122
768	0.7087282686
769	0.7086131881
770	0.7085359281
771	0.7084029627
772	0.7083260547
773	0.7082284981
774	0.7080932311
775	0.7080487099
776	0.7079897797
777	0.7079470482
778	0.7078325481
779	0.707726824
780	0.7076463762
781	0.7075554587
782	0.7074851993
783	0.7073763811
784	0.7073124862
785	0.7072641123
786	0.707207556
787	0.7071477537
788	0.7070704082
789	0.706989479
790	0.706911944
791	0.7068243295
792	0.706744603
793	0.7066927775
794	0.70660156
795	0.7064890194
796	0.7064124077
797	0.7063558506
798	0.7063028475
799	0.7062368113
800	0.7061526547
801	0.7060809749
802	0.705955721
803	0.7058852878
804	0.7057920144
805	0.7056836324
806	0.7055696703
807	0.70546801
808	0.7053795073
809	0.7053370753
810	0.7052413006
811	0.7051689595
812	0.7050953492
813	0.7049720427
814	0.7048801375
815	0.7048214933
816	0.7047549285
817	0.7046791605
818	0.7046164326
819	0.7045884867
820	0.7044911419
821	0.7044495845
822	0.704352466
823	0.7042659152
824	0.7041933885
825	0.7041406743
826	0.7040878955
827	0.7040206424
828	0.7039670569
829	0.7038742162
830	0.7038293903
831	0.703747217
832	0.7036968558
833	0.7036439024
834	0.7035962014
835	0.7035277036
836	0.7034609389
837	0.703401301
838	0.7033109827
839	0.703202089
840	0.7031074747
841	0.7030603946
842	0.7030119437
843	0.7029398949
844	0.7028606033
845	0.7027940346
846	0.7027168812
847	0.7026524257
848	0.7025653177
849	0.7025130832
850	0.7023976869
851	0.7023197675
852	0.7022256483
853	0.7021411805
854	0.702088245
855	0.7020107169
856	0.7019328465
857	0.7019082608
858	0.7018708367
859	0.7017877474
860	0.7017218835
861	0.7016765524
862	0.7016048184
863	0.7015444893
864	0.7014731777
865	0.701423869
866	0.7013774336
867	0.7013081832
868	0.7012332471
869	0.7011705965
870	0.7011190601
871	0.7010729535
872	0.7009890987
873	0.7009224058
874	0.7008971922
875	0.7008077966
876	0.7007704651
877	0.7007254219
878	0.7006442324
879	0.700556221
880	0.7004484925
881	0.700386747
882	0.7003155409
883	0.7002512329
884	0.7001817409
885	0.7000697995
886	0.6999905046
887	0.6999079632
888	0.6998285752
889	0.6997755263
890	0.6997023492
891	0.6996447855
892	0.6995562501
893	0.6995169152
894	0.6994486835
895	0.6993912223
896	0.6993286546
897	0.6992650314
898	0.6991886305
899	0.6991346967
900	0.6990253227
901	0.6989498231
902	0.6988997768
903	0.6988386836
904	0.6987914187
905	0.6987580758
906	0.6986479649
907	0.6985415383
908	0.6984647968
909	0.6983874439
910	0.6983393401
911	0.6982824294
912	0.6982093789
913	0.6981422963
914	0.6980484974
915	0.6979579911
916	0.6978880518
917	0.6978433332
918	0.697735642
919	0.6976501347
920	0.6975658586
921	0.6974992758
922	0.6974437894
923	0.6973816038
924	0.6972792839
925	0.6971689679
926	0.6970893161
927	0.697030528
928	0.6969735375
929	0.6969145652
930	0.6968449577
931	0.6968010248
932	0.6967106271
933	0.696639239
934	0.6965603888
935	0.6964970919
936	0.6964137474
937	0.6963587289
938	0.6963088857
939	0.6962178205
940	0.6961580055
941	0.6960747483
942	0.6959708126
943	0.6959239737
944	0.6958531748
945	0.6957647144
946	0.695648821
947	0.6955927579
948	0.6955144757
949	0.6954582176
950	0.6954022528
951	0.6953189015
952	0.6952463463
953	0.695146155
954	0.6950416101
955	0.6949679086
956	0.6948778007
957	0.6947940918
958	0.6947132553
959	0.6946485465
960	0.694586955
961	0.6945107041
962	0.6944385169
963	0.6943180058
964	0.6942403588
965	0.6941640818
966	0.6941185641
967	0.6939701894
968	0.693897667
969	0.6938515587
970	0.6937495411
971	0.6937164516
972	0.6936249588
973	0.6935794661
974	0.6935327742
975	0.6934781371
976	0.6933840304
977	0.6933420816
978	0.6932576265
979	0.6931961457
980	0.6930729845
981	0.6929730964
982	0.6928967473
983	0.6928434444
984	0.6927967427
985	0.6927144066
986	0.6926699484
987	0.692577958
988	0.6925254273
989	0.692458429
990	0.6923457245
991	0.692292004
992	0.6922399666
993	0.6921103954
994	0.6920142988
995	0.6919603571
996	0.6918878231
997	0.6918220666
998	0.6917487485
999	0.6916755172
